date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:14:34	208/208	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Dec%202019%2019:14:34%20GMT	http://localhost/robots.txt		(from )
20:14:34	49040/49040	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Dec%202019%2019:14:34%20GMT	http://localhost/wordpress/	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/index.html	(from )
20:14:34	41467/41467	---M-Z	200	added ('OK')	text/css	etag:%22a1fb-599ef8821a15c-gzip%22	http://localhost/wordpress/wp-includes/css/dist/block-library/style.min.css?ver=5.3.2	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/wp-includes/css/dist/block-library/style.min9dff.css	(from http://localhost/wordpress/)
20:14:35	1939/1939	---M-Z	200	added ('OK')	text/css	etag:%22793-599ef8821d23c-gzip%22	http://localhost/wordpress/wp-includes/css/dist/block-library/theme.min.css?ver=5.3.2	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/wp-includes/css/dist/block-library/theme.min9dff.css	(from http://localhost/wordpress/)
20:14:35	1687/1687	---M-Z	200	added ('OK')	application/rss+xml	etag:%22678f3b400b6337d42af6c29ff75232a4-gzip%22	http://localhost/wordpress/feed/	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/feed/index.html	(from http://localhost/wordpress/)
20:14:35	476/476	---M-Z	200	added ('OK')	text/css	etag:%221dc-59a29376f9844-gzip%22	http://localhost/wordpress/wp-content/plugins/animated-typing-effect/assets/css/cursor.css?ver=5.3.2	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/wp-content/plugins/animated-typing-effect/assets/css/cursor9dff.css	(from http://localhost/wordpress/)
20:14:35	1675/1675	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a88bf2b6588eacc8af97e1a8925915ef-gzip%22	http://localhost/wordpress/comments/feed/	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/comments/feed/index.html	(from http://localhost/wordpress/)
20:14:35	56842/56842	---M-Z	200	added ('OK')	text/css	etag:%22de0a-59a29d6db1b1c-gzip%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.11.2	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.minaec5.css	(from http://localhost/wordpress/)
20:14:36	10909/10909	---M-Z	200	added ('OK')	text/css	etag:%222a9d-59a29d6da211e-gzip%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min.css?ver=2.4.0	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/simple-line-icons.min8d5a.css	(from http://localhost/wordpress/)
20:14:36	5213/5213	---M-Z	200	added ('OK')	text/css	etag:%22145d-59a29d6d9fe3f-gzip%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/magnific-popup.min.css?ver=1.0.0	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/magnific-popup.min8a54.css	(from http://localhost/wordpress/)
20:14:36	1575/1575	---M-Z	200	added ('OK')	text/css	etag:%22627-59a29d6da43ff-gzip%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/slick.min.css?ver=1.6.0	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/wp-content/themes/oceanwp/assets/css/third/slick.minaff7.css	(from http://localhost/wordpress/)
20:14:36	155794/155794	---M-Z	200	added ('OK')	text/css	etag:%2226092-59a29d6d87fbc-gzip%22	http://localhost/wordpress/wp-content/themes/oceanwp/assets/css/style.min.css?ver=1.7.3	C:/My%20Web%20Sites/inkedtranslations/localhost/wordpress/wp-content/themes/oceanwp/assets/css/style.min3e0d.css	(from http://localhost/wordpress/)
